cpa_id,cluster
167243,0
167244,0
150338,0
157326,0
100267,0
167440,0
167754,0
159321,0
167753,0
167457,0
167748,0
159317,0
157327,0
159320,0
146673,0
167250,0
150002,0
148740,0
181616,0
168071,0
181617,0
149812,0
168072,0
167755,0
167423,0
157328,0
167474,0
159324,0
157325,0
159316,0
150337,0
159315,0
146589,0
159323,0
167441,0
167749,0
100345,0
159319,0
167458,0
159322,0
167254,0
157329,0
159064,0
167747,0
100256,0
150348,0
167739,0
167740,0
167746,0
157388,0
168084,0
100282,0
100251,0
167489,0
168073,0
159314,0
148741,0
150344,0
152618,0
167475,0
167490,0
148739,0
167459,0
181486,0
159112,0
167424,0
157330,0
181485,0
157324,0
159099,0
159318,0
146588,0
168085,0
153004,0
148742,0
159156,0
100348,0
157387,0
157360,0
168058,0
100209,0
167442,0
152619,0
159165,0
157331,0
167491,0
157383,0
167443,0
167750,0
146595,0
159157,0
159147,0
100217,0
167460,0
171665,0
159098,0
167730,0
167745,0
147594,0
168074,0
168096,0
167506,0
152615,0
167738,0
159313,0
146594,0
168704,0
168097,0
157323,0
152624,0
148601,0
168059,0
157386,0
146528,0
167728,0
168086,0
157382,0
171663,0
152620,0
181484,0
159081,0
152617,0
100321,0
171671,0
159312,0
149832,0
168045,0
159044,0
181348,0
171666,0
159063,0
148668,0
152616,0
167731,0
148670,0
171672,0
175046,0
146601,0
157384,0
167729,0
152614,0
157378,0
100272,0
168703,0
167742,0
157381,0
159311,0
153003,0
159062,0
100318,0
172867,0
171664,0
150441,0
168702,0
157376,0
100402,0
157379,0
157358,0
159111,0
168046,0
157422,0
167727,0
148837,0
159097,0
100417,0
153074,0
148744,0
157385,0
171670,0
146600,0
167737,0
100354,0
149831,0
152640,0
175045,0
159082,0
168701,0
152623,0
166410,0
167717,0
181483,0
100643,0
148675,0
177487,0
181619,0
157380,0
173958,0
157375,0
168108,0
167751,0
157374,0
149980,0
171673,0
148852,0
148681,0
167716,0
149763,0
171669,0
171667,0
172868,0
153073,0
172863,0
148832,0
167718,0
148842,0
172841,0
173951,0
157359,0
148673,0
146529,0
148838,0
157419,0
152622,0
148667,0
167732,0
175280,0
177486,0
152642,0
177412,0
175392,0
159307,0
146531,0
157389,0
157591,0
179761,0
150369,0
167701,0
149481,0
167719,0
175389,0
157357,0
148669,0
157356,0
167720,0
148672,0
167702,0
167700,0
159310,0
171677,0
157372,0
149750,0
150347,0
167752,0
153072,0
148851,0
167733,0
146606,0
167743,0
175390,0
100367,0
147494,0
157588,0
150371,0
100344,0
159080,0
149781,0
149765,0
150442,0
167741,0
172864,0
171668,0
175276,0
159079,0
173957,0
159298,0
159096,0
146605,0
148833,0
167705,0
148846,0
157390,0
159061,0
159297,0
175393,0
167707,0
152641,0
146532,0
149810,0
167708,0
175386,0
159095,0
159043,0
150331,0
159303,0
148674,0
175281,0
148743,0
167734,0
149817,0
167744,0
149764,0
149751,0
100371,0
148682,0
157420,0
177419,0
167709,0
157371,0
167706,0
153145,0
175277,0
175388,0
173950,0
159110,0
157368,0
147683,0
179760,0
172869,0
100244,0
173949,0
171674,0
167721,0
148676,0
148671,0
147495,0
149782,0
152621,0
159078,0
157423,0
177485,0
100332,0
171675,0
159302,0
100316,0
157373,0
150327,0
157594,0
171681,0
167704,0
148843,0
157592,0
150330,0
149811,0
150350,0
176777,0
157369,0
146604,0
150323,0
171680,0
146599,0
146535,0
147690,0
149766,0
100388,0
172846,0
157416,0
148834,0
175391,0
157429,0
157415,0
157417,0
157589,0
173964,0
157428,0
147689,0
148588,0
148839,0
148677,0
157585,0
159109,0
172865,0
149807,0
100335,0
146612,0
150326,0
167735,0
177411,0
177413,0
180190,0
167687,0
157377,0
171676,0
157424,0
157586,0
175282,0
159296,0
159094,0
175387,0
146611,0
148589,0
180338,0
157367,0
175289,0
157593,0
167248,0
177496,0
159291,0
159301,0
150354,0
172858,0
157370,0
150370,0
177488,0
159059,0
185513,0
167722,0
146536,0
146610,0
153144,0
175278,0
158070,0
172860,0
177336,0
148679,0
150328,0
172859,0
148835,0
146615,0
159121,0
172842,0
149808,0
146533,0
185495,0
175290,0
185496,0
180337,0
159060,0
157411,0
167689,0
167723,0
173965,0
157587,0
159077,0
173959,0
148678,0
159309,0
173963,0
148683,0
157418,0
177497,0
150324,0
168603,0
157477,0
147684,0
158068,0
185515,0
158067,0
147693,0
146530,0
147692,0
148597,0
146616,0
148844,0
177494,0
177418,0
157412,0
100531,0
148590,0
148829,0
148687,0
150353,0
148592,0
157364,0
157590,0
185497,0
150325,0
146609,0
146614,0
157427,0
158069,0
158058,0
167710,0
175301,0
179759,0
167253,0
159308,0
146540,0
179899,0
149979,0
157421,0
157476,0
185514,0
157366,0
172861,0
179758,0
158065,0
180336,0
173952,0
172843,0
148680,0
148840,0
150319,0
150329,0
167711,0
159041,0
157413,0
148684,0
159093,0
185516,0
147231,1
150304,1
147232,1
150303,1
150288,1
150290,1
147230,1
146276,1
147229,1
188218,1
146275,1
157689,1
145578,1
186546,1
189091,1
146274,1
157990,1
145579,1
158324,1
157916,1
157994,1
157715,1
157914,1
157921,1
157922,1
157991,1
158321,1
157716,1
157993,1
157688,1
157915,1
100449,1
171678,1
157943,1
176615,1
157910,1
157714,1
157986,1
167703,1
182959,1
176616,1
167684,1
157917,1
167685,1
157989,1
186650,1
159292,1
157743,1
157923,1
100659,1
167686,1
157985,1
157987,1
185318,1
185344,1
185289,1
159293,1
157686,1
100448,1
185749,1
158319,1
171682,1
180191,1
157992,1
187073,1
157911,1
157935,1
185743,1
189051,1
157944,1
189732,1
171679,1
157687,1
159287,1
157713,1
167670,1
157744,1
185742,1
157930,1
157983,1
188547,1
159288,1
171683,1
157988,1
167671,1
158079,1
180339,1
157984,1
185755,1
185741,1
157929,1
185748,1
157928,1
185754,1
187100,1
157936,1
188486,1
185740,1
158310,1
168489,1
168609,1
159286,1
187048,1
167672,1
158077,1
166189,1
185756,1
159281,1
188485,1
158080,1
158315,1
167658,1
159282,1
166190,1
157741,1
189695,1
172862,1
159108,2
146537,2
157583,2
177410,2
158054,2
175302,2
157580,2
175311,2
175283,2
167247,2
159300,2
158066,2
158050,2
159058,2
150352,2
148836,2
147691,2
148685,2
167673,2
177495,2
159306,2
175385,2
100558,2
157581,2
167238,2
146617,2
150318,2
148591,2
157414,2
159042,2
148694,2
148845,2
180189,2
185475,2
148688,2
176830,2
159120,2
150321,2
147482,2
175279,2
148593,2
146613,2
148830,2
177338,2
185494,2
148841,2
167674,2
100516,2
157584,2
146541,2
175291,2
147696,2
158046,2
167261,2
175284,2
157408,2
176727,2
159305,2
159076,2
177128,2
177199,2
177572,2
167690,2
175313,2
179900,2
175303,2
177484,2
167252,2
147694,2
158061,2
173382,2
185476,2
175292,2
148596,2
157365,2
157409,2
